d106ma_;2011;CLASS=46463;-65814.6;4899.984;75.02725;158.5902;-34.01814;-86.29177;-217.7797;24.90703;-15.33202;12.97934;-35.53584;-10.59285;-23.99190;51.73043;1.083666
d108ma_;2011;CLASS=46463;-65740.81;4928.903;70.66209;165.7592;-45.02238;-77.7894;-224.7896;32.14732;-31.41490;19.06296;-45.97652;-18.7111;-36.35863;50.75427;0.8386501
d10gsb2;2011;CLASS=52862;-19757.41;4027.433;-347.667;-188.6303;99.0978;-74.86917;-12.36851;-2.925547;-21.13524;-0.05272464;13.72527;0.4521525;0.3700385;4.557972;-9.906222
d112ma_;2011;CLASS=46463;-66095.76;5031.303;62.78349;162.5174;-24.85584;-62.10345;-224.6371;12.60147;-8.501089;3.507333;-47.23275;-21.9103;-35.31635;47.94987;7.397316
d11asb_;2011;CLASS=55682;-201839.0;-1876.250;26.19753;115.2213;-201.4428;-7.422183;-63.55589;-9.724166;-28.02608;-84.60226;-1.072194;-82.89451;-20.34490;15.65678;-9.386727
d12e8h1;2011;CLASS=48727;-41495.03;5996.52;-109.8205;-141.6902;10.72344;56.14456;19.53496;0.1434241;-40.00122;-12.61452;5.953141;-7.428472;16.06331;-16.81459;-16.76219
d133la_;2011;CLASS=53960;-52945.59;6305.676;272.0764;132.6763;-14.56388;20.78966;-47.46962;34.09409;-3.091945;-33.62455;-41.71361;4.695432;19.21887;49.59412;43.48419
d134la_;2011;CLASS=53960;-53191.1;6363.935;294.6022;107.0687;2.1637;13.79875;-48.93215;7.898045;-12.74082;-29.6973;-47.1783;13.36294;9.002932;49.77395;30.15624
d145la_;2011;CLASS=53981;-68861.86;5862.627;-154.0361;-60.23317;-89.61643;-148.6557;-48.26649;-47.53182;-5.661119;-28.38268;-27.36458;-8.025041;-3.972945;-35.08720;47.81229
d150la_;2011;CLASS=53981;-69758.4;6208.666;-297.7495;-53.59859;-197.0321;-167.9316;-30.03734;-74.15984;-18.31489;-54.99282;-26.62864;21.00293;44.82596;8.683906;9.550495
d158la_;2011;CLASS=53981;-69055.41;6205.502;-198.8693;-58.17574;-147.8966;-141.0421;-45.08079;-49.46861;13.74757;-61.5981;-34.0748;-21.4371;35.44514;-7.27583;48.8611
d165la_;2011;CLASS=53981;-68860.68;6112.252;-199.707;-56.89546;-160.1464;-148.2046;-39.10258;-49.2039;10.90059;-57.02236;-32.89699;-24.38393;27.93491;-2.838812;38.79457
d166la_;2011;CLASS=53981;-69087.49;6208.244;-194.6049;-70.69914;-161.8009;-146.5068;-43.73935;-50.13856;19.09086;-76.60629;-32.49485;-20.75283;34.01877;-4.587079;48.66524
d167la_;2011;CLASS=53981;-70970.37;6318.748;-177.6712;-30.06816;-169.2777;-120.8558;-53.88719;-68.43172;-16.71653;-75.24332;-36.94625;-17.86645;49.11264;-7.051051;67.5848
d168le_;2011;CLASS=53981;-67934.35;6291.859;-506.5515;-73.12406;-238.2504;-195.8354;25.08993;-76.80127;-13.97897;-67.09717;-39.88588;30.87137;34.16332;-18.66602;-1.511016
d16gsb2;2011;CLASS=52862;-19869.29;4135.675;-396.4033;-187.7994;88.9416;-73.45696;-9.628879;-0.8090247;-21.49923;3.858506;13.47579;2.373962;5.907416;-2.314836;-2.323042
d175lb_;2011;CLASS=53981;-70035.73;6234.425;-206.4698;-38.20623;-154.1037;-145.5125;-51.83033;-47.99228;-15.68400;-46.67489;-22.33600;10.91895;1.059443;-9.790719;53.32891
d176la_;2011;CLASS=53981;-69953.69;6164.721;-238.6177;-110.5535;-135.2339;-147.7659;-39.31572;-61.56496;-11.69587;-70.1102;-38.42727;-17.71466;-3.341916;-13.01304;41.2197
d187la_;2011;CLASS=53981;-68977.67;6139.142;-154.9703;-85.89831;-143.4025;-161.6973;-41.00238;-55.43965;9.652139;-72.30877;-29.44941;-21.83205;33.77039;-16.10097;38.89205
d192la_;2011;CLASS=53981;-68982.4;5901.795;-134.6351;-66.31832;-124.4303;-147.9743;-25.59423;-36.25769;36.35933;-42.7165;-21.22071;-41.19365;8.710239;9.391891;42.33863
d194la_;2011;CLASS=53960;-53102.71;6915.491;195.0333;40.40166;22.40529;63.64173;-56.03855;-11.89290;-9.589125;-39.19376;-72.567;12.91180;37.18631;28.38239;24.01973
d1a02n1;2011;CLASS=81279;-33987.92;5510.202;-469.8466;-193.221;25.43604;8.616364;74.8979;-16.34340;-13.34170;-8.30878;16.71966;-22.04571;33.64314;0.6567862;-1.011066
d1a0jd_;2011;CLASS=50514;-127837.3;6414.73;1270.075;-170.3275;-102.5725;131.7396;75.00243;10.07111;8.652613;55.66581;13.11178;69.7439;-52.7052;-32.26405;-41.21171
d1a0oc_;2011;CLASS=52173;-54142.66;6265.587;533.3785;-105.015;56.02067;-72.85555;-47.65957;-26.20233;5.310542;-38.67115;27.99582;24.24867;-2.438902;-15.59657;-34.46067
d1a0uc_;2011;CLASS=46463;-59038.55;5297.525;312.5972;206.9696;105.6004;-1.181001;-208.3348;-32.07276;-34.2344;16.51485;5.700018;4.554541;-7.029843;-11.81405;0.7818908
d1a0ud_;2011;CLASS=46463;-61025.76;5615.856;76.95848;137.1985;55.00724;-31.27119;-176.5813;-65.33924;-39.11772;-33.83538;1.336975;30.85907;24.29493;16.69393;1.283137
d1a1ab_;2011;CLASS=55551;-34991.97;5569.897;-209.0489;-70.62679;-23.20076;44.06637;8.457693;0.005766707;-15.64949;-24.37280;-10.53762;8.619535;18.55655;6.675218;33.95759
d1a1ia3;2011;CLASS=57668;-3161.516;1189.087;-468.9924;139.9886;-31.41411;-4.635998;9.228166;-5.734634;2.753556;-1.721870;0.4447838;-2.678114;5.24454;5.861657;-2.974128
d1a1ja2;2011;CLASS=57668;-3182.434;1203.141;-452.4177;112.7196;-26.38653;-18.79249;2.177197;3.331016;5.680195;0.2491522;-0.4824351;-5.527841;5.3722;2.185508;-6.839144
d1a1ka1;2011;CLASS=57668;-3423.401;1275.229;-437.4273;87.13317;-15.15433;-16.79906;6.035936;2.73584;4.964301;5.212013;-1.900793;-8.38575;5.718717;4.672839;-5.561842
d1a1ka2;2011;CLASS=57668;-3188.477;1215.630;-465.5499;122.3781;-27.71737;-16.59691;1.981972;1.222967;6.523723;-1.601799;1.052613;-3.510491;3.892496;0.921693;-7.266378
d1a1na2;2011;CLASS=54453;-77807.5;4380.121;-312.5000;185.0619;169.0177;-102.6508;-17.57043;63.78418;18.3909;113.5733;50.24956;53.5048;16.06240;-5.440313;16.63478
d1a2aa_;2011;CLASS=48623;-46580.73;6294.572;-488.3613;-166.1587;-85.83606;11.94450;11.58182;-78.4041;5.418477;-4.34651;-69.78497;-37.8357;-39.23389;-5.003723;8.714262
d1a2ae_;2011;CLASS=48623;-46574.2;6290.966;-488.6698;-167.7694;-85.13953;10.66941;9.724322;-78.51662;6.598916;-2.360105;-72.29813;-34.11838;-37.84407;-7.677875;8.953043
d1a2pb_;2011;CLASS=81307;-37304.93;5401.297;-436.8094;-180.9999;-34.22263;28.37193;42.50351;8.144033;9.747349;-14.45597;4.798152;11.89176;12.55507;5.371604;11.24672
d1a2pc_;2011;CLASS=81307;-37340.45;5377.396;-441.4268;-176.8870;-33.01630;23.82314;38.65379;0.9985785;11.07806;-13.96862;1.428692;10.76399;11.57223;13.66730;-3.841037
d1a2vf3;2011;CLASS=54417;-40131.13;5415.062;-736.2265;-38.64726;-131.9996;52.76906;17.40534;-6.507374;-11.12555;-1.964081;25.36421;29.10313;-12.74295;-12.40867;-20.2726
d1a2yc_;2011;CLASS=53960;-51762.76;6067.65;154.4673;68.57966;17.81037;23.66482;-28.25715;-26.10725;2.156657;-10.095;-33.12714;-13.08552;27.61384;45.0658;-5.677718
d1a3fa_;2011;CLASS=48623;-43473.04;5978.453;-675.8285;-62.28009;-74.4199;89.67632;-8.62818;-70.80149;-10.55404;1.288001;-47.11792;-13.65545;-21.53205;-7.55055;32.82699
d1a4ea_;2011;CLASS=56635;-300529.1;-11180.73;-74.09406;460.485;958.328;-57.82773;83.16417;-110.5348;-66.77973;59.94838;19.45611;88.8539;26.25165;-71.11543;84.16896
d1a4ga_;2011;CLASS=50940;-286058.8;-5353.415;1061.577;102.1319;-129.9753;232.5238;325.1352;47.55728;61.27337;145.4719;-47.00228;-4.411777;70.70661;64.43475;-30.45875
d1a4jh1;2011;CLASS=48727;-45470.79;6424.687;22.17449;-138.1744;119.4880;84.48253;-18.38244;0.5688131;-39.56918;6.448925;11.81262;-11.42297;11.73042;5.14061;-27.0848
d1a57a_;2011;CLASS=50847;-41401.01;4591.819;247.3596;219.9299;244.9534;-30.37107;27.92718;18.67642;-57.37572;-33.09622;-55.79169;-16.63115;30.88867;-14.70479;-4.402771
d1a5qa_;2011;CLASS=54077;-46222.36;5740.836;-658.0246;-47.46554;-91.66553;32.36984;36.08205;19.02176;22.99920;-6.788679;1.814334;17.04765;15.55342;29.75199;-4.571579
d1a5ra_;2011;CLASS=54237;-26883.56;4622.874;-654.9911;-132.8023;61.1765;-26.71597;36.68634;-5.002029;-35.97017;-23.83140;-18.87072;-8.681419;-22.2596;1.144423;-37.49891
d1a5sb_;2011;CLASS=53687;-285378.4;-5175.966;1420.383;511.2491;-263.5323;35.40956;-43.29780;-22.55782;-84.61864;-111.2111;5.851099;40.07851;90.51025;-10.07240;154.6465
d1a64b_;2011;CLASS=48727;-18235.17;1653.397;-335.0633;321.4362;234.0149;-65.49506;13.78815;37.20251;-58.97198;-7.627713;14.18186;-29.17344;2.737791;-21.04525;-0.9600187
d1a6ab2;2011;CLASS=54453;-22850.5;3796.839;-879.2824;183.6239;49.7466;-37.7326;37.10521;-1.840453;2.680018;9.710914;8.599166;-13.46888;-11.11161;4.592147;18.09634
d1a6td1;2011;CLASS=48727;-41452.36;5942.69;54.28996;-168.1265;86.88548;54.25381;-3.510317;15.21372;-56.40711;11.87031;14.35491;-0.05994539;30.75767;-27.73722;-18.49854
d1a7bc_;2011;CLASS=48727;-17997.64;1710.313;-402.6162;306.1182;205.1430;-69.0791;18.18083;25.24731;-72.9735;-17.00833;7.570658;-23.49079;-5.032758;-17.35134;-8.773886
d1a7bd_;2011;CLASS=48727;-17995.00;1696.459;-402.6358;309.8929;204.9974;-66.0266;18.37464;22.57278;-69.07267;-17.63088;24.59994;-29.87717;0.0528491;-14.30677;-4.529882
d1a7rl_;2011;CLASS=48727;-38395.88;6242.07;-260.6481;-96.33822;10.16438;96.35448;32.78889;21.26789;-30.0872;-23.95753;17.03794;-2.290327;-7.961817;6.738246;19.22209
d1a8rn_;2011;CLASS=55621;-100860.1;4603.214;-356.4984;250.3961;73.24328;-88.0474;13.64157;-31.82902;32.75944;24.77703;-13.32638;25.84302;-28.94368;-22.13731;-5.489167
d1a95a_;2011;CLASS=53272;-58381.76;5637.797;19.48762;13.23442;-57.45561;-15.01456;-46.20295;63.95067;-11.27457;-33.16209;-10.78705;-17.05644;-9.98954;18.09221;5.60992
d1a9ca_;2011;CLASS=55621;-101041.8;4561.832;-304.6052;286.678;77.17169;-76.42645;5.818389;-37.42096;49.97558;-1.263875;-6.33547;-4.351858;-30.93746;-46.61503;-9.043319
d1a9wf_;2011;CLASS=46463;-59501.85;5058.251;114.7413;125.8675;11.63632;-51.12707;-158.0318;-46.28762;-86.01905;-20.26151;6.768287;-36.53167;14.94842;43.44693;-5.92756
d1a9xe6;2011;CLASS=56067;-122198.4;4982.044;-968.8222;-92.36588;-159.9777;140.6740;-53.02221;-8.21348;-71.29865;36.49609;15.38745;-56.0881;-56.72364;-28.81520;26.25881
d1a9ya_;2011;CLASS=51751;-224477.6;-1935.454;231.3652;285.2108;-348.2423;52.56819;18.68136;-34.10155;89.18315;-12.13472;-39.18739;-49.18566;61.12156;-87.92355;-9.559388
d1aa1e1;2011;CLASS=51650;-193246.1;1385.879;260.2232;136.5992;-614.2818;-156.6092;84.24111;-12.83645;-15.72464;3.219955;43.90678;70.9348;-45.7934;86.86183;62.23607
d1aa1e2;2011;CLASS=54967;-48558.76;5829.527;-186.5065;-196.7393;57.70698;3.980736;31.91263;-15.46810;21.76365;34.64231;-41.74643;-0.9398573;4.447713;-10.57583;-3.450927
d1aa1l1;2011;CLASS=51650;-193245.3;1385.503;260.4119;135.4306;-613.8698;-157.1201;84.0554;-11.50788;-15.45069;3.46818;43.06323;71.97082;-45.8937;87.10675;60.65482
d1aa1l2;2011;CLASS=54967;-48558.01;5828.977;-186.6942;-195.8496;58.11719;4.326585;32.07677;-15.54789;21.35478;35.59252;-41.9577;-1.215900;3.882072;-9.568723;-3.084448
d1aaxa_;2011;CLASS=52805;-182609.1;851.0133;1284.625;252.9343;-89.2344;-20.76686;-114.5967;52.45898;-97.73045;-110.2409;-0.6722269;-4.413177;11.23821;31.45729;-94.05339
d1abaa_;2011;CLASS=52834;-26174.3;4546.725;-310.09;-117.2445;32.87683;-75.58697;1.626033;2.922083;0.5783857;1.306156;-9.307892;-16.40335;21.61591;14.59333;-3.239149
d1abwd_;2011;CLASS=46463;-61215.47;5640.783;109.3816;143.1398;65.05243;-25.18792;-173.5735;-76.44459;-67.56023;-6.024897;-28.51208;17.91152;23.07033;14.74919;6.265686
d1acda_;2011;CLASS=50847;-51300.77;3830.553;674.3646;385.3873;173.7892;-71.03434;-6.513757;117.9373;3.707115;16.48158;45.16834;7.307925;-2.935581;-33.36177;-66.36102
d1ad0a2;2011;CLASS=48942;-33905.20;5459.736;-699.1788;-157.6924;-40.97407;4.027865;87.59225;14.01770;18.94869;-28.14788;-0.80525;-5.134257;-27.62485;-0.1503043;-20.64098
d1ad5b2;2011;CLASS=55551;-35361.83;5410.386;-188.1805;-95.0296;-61.84253;25.69063;15.16337;14.13259;-25.58342;-4.748656;-12.80321;-4.896238;28.23331;2.318416;46.2189
d1adfa2;2011;CLASS=51736;-85741.26;6953.726;436.0076;70.74671;34.07810;23.67789;4.381455;24.95023;28.29273;-24.36089;36.16048;15.40673;-50.82552;16.50031;5.945536
d1adga1;2011;CLASS=50136;-101314.0;5599.548;310.3608;144.7309;-79.33114;168.1333;-0.8475669;1.672045;-43.08491;-42.22684;8.227635;-40.66387;88.85458;19.99581;-36.00309
d1adjd1;2011;CLASS=52955;-33591.17;6424.447;-89.6953;-182.6687;73.07337;15.18523;-35.73261;-5.351691;-1.452322;-5.776585;-5.791381;30.80556;1.130538;-4.30607;14.7874
d1adod_;2011;CLASS=51570;-239770.5;-2500.871;393.9299;50.84048;-140.1294;127.8498;-136.6796;-60.74877;-39.94712;16.34726;-2.211389;-54.89548;26.72402;-7.076868;34.63773
d1adyc1;2011;CLASS=52955;-33524.66;6346.661;-64.22453;-177.6959;80.95051;15.68429;-35.90022;-1.303380;-1.481773;-2.034923;0.0004437218;23.49943;7.496455;-4.94749;13.75937
d1aeva_;2011;CLASS=48114;-178652.3;391.1671;663.255;-25.42707;-291.4048;-186.1193;127.3057;-117.3454;-0.2814325;50.91202;-31.91784;-14.78705;58.33147;8.388166;39.42483
d1aexa_;2011;CLASS=50200;-55540.5;5779.202;-31.45944;120.2124;42.57025;-21.20245;60.43408;-20.76669;46.23604;-20.41518;-12.12763;-7.28704;24.66227;-1.536403;34.50978
